"name","rating","review_count","category","address","neighbor","phone","url","origin_url"
"Crown Plumbing","","","Plumbing,","7071 Heaton Moor Dr, San Jose, CA 95119","Santa Teresa","(408) 210-9500","www.gocrownplumbing.com","http://www.yelp.com/biz/crown-plumbing-san-jose-2"
"Sanctified Plumbing & Rooter Company, Inc","4.5","23","Plumbing,","50 Woodside Plz, Redwood City, CA 94061","","(650) 298-9322","www.sanctifiedplumbing.com","http://www.yelp.com/biz/sanctified-plumbing-and-rooter-company-inc-redwood-city-3"
"Pros Plumbing & Drain Cleaning","1.5","2","Plumbing,","117 Bernal Rd, San Jose, CA 95119","Santa Teresa","(408) 409-6900","prosplumbing.com","http://www.yelp.com/biz/pros-plumbing-and-drain-cleaning-san-jose"
"Handyman CM","","","Flooring,Painters,Plumbing,","San Jose, CA 95134","","(561) 201-3676","","http://www.yelp.com/biz/handyman-cm-san-jose"
"Cal-Tech Plumbing","5.0","15","Plumbing,Contractors,","Union City, CA 94587","","(510) 431-3464","","http://www.yelp.com/biz/cal-tech-plumbing-union-city"
"Brentwood Plumbing","4.0","8","Plumbing,","Brentwood, CA 94513","","(925) 634-3800","brentwoodplumbing.net","http://www.yelp.com/biz/brentwood-plumbing-brentwood"
"Daystar Plumbing","4.5","44","Plumbing,","Pacifica, CA 94044","","(650) 738-2064","daystarplumbing.com","http://www.yelp.com/biz/daystar-plumbing-pacifica"
"S & G Plumbing","4.5","7","Plumbing,","961 Washington St, San Carlos, CA 94070","","(415) 359-4350","","http://www.yelp.com/biz/s-and-g-plumbing-san-carlos"
"Apollo Drain & Rooter Service","4.0","10","Plumbing,","14145 Big Basin Way, Boulder Creek, CA 95006","","(831) 338-3203","","http://www.yelp.com/biz/apollo-drain-and-rooter-service-boulder-creek"
"C Cruz Sub-Surface Locators","4.5","9","Plumbing,","105 Serra Wy, Milpitas, CA 95035","","(408) 946-1400","www.ccruzlocators.com","http://www.yelp.com/biz/c-cruz-sub-surface-locators-milpitas"
"Top Tier Construction","5.0","16","Contractors,","5788 Santa Teresa Blvd, San Jose, CA 95123","Blossom Valley","(408) 509-3733","www.toptierconstructionca.com","http://www.yelp.com/biz/top-tier-construction-san-jose"
"Shamrock Plumbing","5.0","3","Plumbing,","2346 Rosita Court, Santa Clara, CA 95050","","(408) 247-0677","www.shamrock-plumbing.com","http://www.yelp.com/biz/shamrock-plumbing-santa-clara"
"Therma Tech Inc","5.0","25","Heating & Air Conditioning/HVAC,","3535 Ross Ave, San Jose, CA 95124","Cambrian Park","(669) 256-3121","www.sanjoseheatandair.com","http://www.yelp.com/biz/therma-tech-inc-san-jose"
"Drain Doctor Inc","2.0","74","Plumbing,","Santa Clara, CA 95054","","(408) 265-1110","www.santaclara-plumber.com","http://www.yelp.com/biz/drain-doctor-inc-santa-clara-2"
"Mr Fix It Right Plumbing & Rooter","4.5","61","Plumbing,","Oakland, CA 94605","East Oakland","(888) 510-5612","www.mrfixitrightplumbing.com","http://www.yelp.com/biz/mr-fix-it-right-plumbing-and-rooter-oakland"
"My Local Plumber","4.0","14","Plumbing,","Oakland, CA 94503","","(510) 228-7194","www.mylocalplumber.biz","http://www.yelp.com/biz/my-local-plumber-oakland-3"
"Paramount Plumbing","4.5","12","Plumbing,","6167 Jarvis Ave, Newark, CA 94560","","(510) 468-8427","","http://www.yelp.com/biz/paramount-plumbing-newark"
"Shafer Contracting","4.5","10","Contractors,","5744 Via Monte Dr, San Jose, CA 95118","Almaden Valley","(408) 420-0741","www.shafercontracting71.com","http://www.yelp.com/biz/shafer-contracting-san-jose"
"Peninsula Irrigation Company","4.5","30","Landscaping,Plumbing,","49 Hazel Ave, Redwood City, CA 94061","","(650) 363-2290","www.peninsula-irrigation.com","http://www.yelp.com/biz/peninsula-irrigation-company-redwood-city"
"Flores Handyman","5.0","12","Painters,Plumbing,","50 Redwood Ave, Redwood City, CA 94063","","(650) 525-4674","www.floreshandyman.net","http://www.yelp.com/biz/flores-handyman-redwood-city-2"
"George Salet Plumbing, Inc.","4.5","61","Plumbing,","200 Valley Dr, Brisbane, CA 94005","","(415) 390-5052","www.plumbingpro.com","http://www.yelp.com/biz/george-salet-plumbing-inc-brisbane-3"
"Reilly’s Plumbing Co","2.5","16","Plumbing,","7161 Monterey St, Gilroy, CA 95020","","(408) 846-5200","","http://www.yelp.com/biz/reillys-plumbing-co-gilroy"
"T-Kor Plumbing","5.0","25","Plumbing,","2814 Broadway, Redwood City, CA 94062","","(650) 743-5363","www.t-korplumbing.com","http://www.yelp.com/biz/t-kor-plumbing-redwood-city"
"Simply Plumbing & Rooter","5.0","4","Plumbing,Contractors,","43269 Sweetwood St, Fremont, CA 94538","","(510) 493-1648","","http://www.yelp.com/biz/simply-plumbing-and-rooter-fremont-2"
"Bath Fitter","3.5","31","Contractors,","2118 Zanker Rd, San Jose, CA 95131","North San Jose","(408) 834-1137","www.bathfitter.com","http://www.yelp.com/biz/bath-fitter-san-jose"
"BG Plumbing","3.5","2","Contractors,Plumbing,","1170 Willow Ave, Sunnyvale, CA 94086","","(510) 378-6469","plumbersunnyvale.com","http://www.yelp.com/biz/bg-plumbing-sunnyvale"
"United Plumbing Contractors","4.0","4","Plumbing,","Campbell, CA 95008","","(408) 313-7986","www.UnitedPlumbingContractors.com","http://www.yelp.com/biz/united-plumbing-contractors-campbell-2"
"First Call Plumbing","5.0","46","Plumbing,","1041 Shell Blvd, Foster City, CA 94404","","(650) 458-8442","","http://www.yelp.com/biz/first-call-plumbing-foster-city"
"Rebozzi Construction","4.0","34","Contractors,","5765 Winfield Blvd, San Jose, CA 95123","Almaden Valley","(408) 229-9689","www.rebozzi.com","http://www.yelp.com/biz/rebozzi-construction-san-jose"
"Roto-Rooter Plumbing & Drain Services","4.5","62","Plumbing,Water Heater Installation/Repair,Damage Restoration,","220 Demeter St, East Palo Alto, CA 94303","","(650) 726-7250","www.rotorooter.com","http://www.yelp.com/biz/roto-rooter-plumbing-and-drain-services-east-palo-alto"
"Andrew K Mills Plumbing Inc","4.0","7","Plumbing,","1283 Mountain View Alviso Rd, Sunnyvale, CA 94089","","(650) 938-1395","","http://www.yelp.com/biz/andrew-k-mills-plumbing-inc-sunnyvale"
"Barnett Plumbing","4.5","151","Plumbing,","780 E Airway Blvd, Livermore, CA 94551","","(925) 872-0805","www.philbarnettplumbing.com","http://www.yelp.com/biz/barnett-plumbing-livermore-4"
"BPS Plumbing","4.0","5","Plumbing,","Gilroy, CA 95021","","(408) 205-9720","","http://www.yelp.com/biz/bps-plumbing-gilroy"
"Rescue Pro-1 Plumbing","5.0","1","Plumbing,","Milpitas, CA 95035","","(408) 680-2805","jendel55.wix.com","http://www.yelp.com/biz/rescue-pro-1-plumbing-milpitas-2"
"O’Grady Plumbing","4.0","53","Plumbing,Water Heater Installation/Repair,","1610 Evans Ave, San Francisco, CA 94124","Bayview-Hunters Point","(415) 830-9936","www.ogradyplumbing.com","http://www.yelp.com/biz/o-grady-plumbing-san-francisco"
"Tri-Valley Plumbing","4.5","52","Plumbing,","San Ramon, CA 94583","","(925) 556-5511","www.tri-valleyplumbing.com","http://www.yelp.com/biz/tri-valley-plumbing-san-ramon-7"
"USA Plumbing","5.0","51","Plumbing,","San Ramon, CA 94583","","(925) 339-5003","www.yousaveplumbing.com","http://www.yelp.com/biz/usa-plumbing-san-ramon"
"Plumbing Plus","5.0","19","Plumbing,","2201 Shoreline Dr., Alameda, CA 94501","","(510) 859-7587","askplumbingplus.com","http://www.yelp.com/biz/plumbing-plus-alameda-2"
"Down Under Plumbing","5.0","3","Plumbing,","San Rafael, CA 94901","","(415) 306-4226","www.downunderplumbing808.com","http://www.yelp.com/biz/down-under-plumbing-san-rafael-2"
"California Plumbing & Radiant Heating","5.0","2","Plumbing,Heating & Air Conditioning/HVAC,","2601 Adeline St, Oakland, CA 94607","West Oakland","(510) 444-3992","","http://www.yelp.com/biz/california-plumbing-and-radiant-heating-oakland"
"Garrison Plumbing","4.5","11","Plumbing,","585 Ohlone Trl, Scotts Valley, CA 95066","","(831) 345-1823","","http://www.yelp.com/biz/garrison-plumbing-scotts-valley"
"All-Point Solutions Plumbing","5.0","2","Plumbing,","San Francisco, CA 94122","Inner Sunset","(408) 881-4686","","http://www.yelp.com/biz/all-point-solutions-plumbing-san-francisco"
"HomeGuard HomeWarranty","1.5","49","Insurance,Contractors,","510B Madera Ave, San Jose, CA 95112","Downtown","(866) 993-2301","hghw.com","http://www.yelp.com/biz/homeguard-homewarranty-san-jose"
"Kaliber Construction","4.0","5","Contractors,Electricians,Handyman,","San Jose, CA 95124","Cambrian Park","(408) 828-7702","www.Kaliberconstruction.com","http://www.yelp.com/biz/kaliber-construction-san-jose"
"Ferguson","5.0","1","Building Supplies,Hardware Stores,Heating & Air Conditioning/HVAC,","890 Service St, San Jose, CA 95112","North Valley","(408) 293-4244","www.ferguson.com","http://www.yelp.com/biz/ferguson-san-jose-3"
"Dang Pump and Water Service","5.0","1","Plumbing,","16730 Laurel Rd, Los Gatos, CA 95033","","(408) 644-3574","","http://www.yelp.com/biz/dang-pump-and-water-service-los-gatos"
"American Kitchen & Bath","4.0","13","Contractors,","1758 Junction Ave, San Jose, CA 95112","North San Jose","(408) 436-8151","www.americankitchenandbath.net","http://www.yelp.com/biz/american-kitchen-and-bath-san-jose-2"
"Burnham Construction","5.0","7","Contractors,","1567 Meridian Ave, San Jose, CA 95126","","(408) 600-9732","www.burnham-construction.com","http://www.yelp.com/biz/burnham-construction-san-jose-2"
"The Plumbing Gallery","4.5","12","Plumbing,","3155 S Bascom Ave, Campbell, CA 95008","","(408) 559-1792","","http://www.yelp.com/biz/the-plumbing-gallery-campbell"
"Accolade Home Services","4.5","38","Handyman,Plumbing,Painters,","80 Jeter Street, Redwood City, CA 94062","","(650) 363-1339","www.accoladehomeservices.com","http://www.yelp.com/biz/accolade-home-services-redwood-city-3"
"Hayden Church Plumbing & Drain Service","3.0","9","Plumbing,","1510 Camden Ave, Campbell, CA 95008","","(408) 903-7812","","http://www.yelp.com/biz/hayden-church-plumbing-and-drain-service-campbell"
"Burr Plumbing & Pumping","2.5","6","Electricians,Plumbing,Contractors,","1639 Almaden Rd, San Jose, CA 95125","Fairgrounds","(408) 279-8300","","http://www.yelp.com/biz/burr-plumbing-and-pumping-san-jose"
"Jim of All Trades","5.0","1","Electricians,Plumbing,Handyman,","PO Box 502, Mountain View, CA 94040","","(650) 964-8680","","http://www.yelp.com/biz/jim-of-all-trades-mountain-view"
"Trademark Plumbing","5.0","4","Plumbing,","2212 Bowers Ave, Santa Clara, CA 95051","","(408) 246-5645","trademarkplumbing.com","http://www.yelp.com/biz/trademark-plumbing-santa-clara"
"Apex Marble Inc","4.5","26","Flooring,Contractors,Kitchen & Bath,","1730 Junction Ave, San Jose, CA 95112","North San Jose","(408) 278-1300","www.apexmarbleinc.com","http://www.yelp.com/biz/apex-marble-inc-san-jose-2"
"Culligan Water of Santa Clara","3.0","36","Plumbing,","1785 Russell Ave, Santa Clara, CA 95054","","(408) 492-9111","culliganpacific.com","http://www.yelp.com/biz/culligan-water-of-santa-clara-santa-clara"
"R. V. Cloud Company","2.5","57","Plumbing,Appliances,","3000 Winchester Blvd, Campbell, CA 95008","","(408) 378-7943","www.rvcloud.com","http://www.yelp.com/biz/r-v-cloud-company-campbell-3"
"Straightline General Construction","5.0","7","Contractors,","2117 Wendover Ln, San Jose, CA 95121","Evergreen","(408) 209-9584","","http://www.yelp.com/biz/straightline-general-construction-san-jose"
"Rodney’s Plumbing","4.0","1","Plumbing,","Campbell, CA","","(408) 915-1241","","http://www.yelp.com/biz/rodneys-plumbing-campbell"
"Xteria Construction & Consulting","4.5","45","Contractors,Roofing,","7011 Realm Dr., San Jose, CA 95119","Santa Teresa","(408) 295-7777","www.xteriaconstruction.com","http://www.yelp.com/biz/xteria-construction-and-consulting-san-jose"
"Success Water Systems","4.0","18","Plumbing,","380 Carrol Ct, Brentwood, CA 94513","","(800) 287-8798","successwatersystems.com","http://www.yelp.com/biz/success-water-systems-brentwood"
"Mr. Rooter Plumbing","5.0","10","Plumbing,","Santa Cruz, CA 95060","","(831) 768-7277","www.mrrootersantacruz.com","http://www.yelp.com/biz/mr-rooter-plumbing-santa-cruz-3"
"Brandt Plumbing","4.5","10","Plumbing,","San Mateo, CA 94402","","(650) 931-4072","","http://www.yelp.com/biz/brandt-plumbing-san-mateo"
"Palo Alto Plumbing Heating & Air","4.0","60","Plumbing,Heating & Air Conditioning/HVAC,","716 San Antonio Rd, Palo Alto, CA 94303","","(650) 856-3400","paloaltoplumbing.net","http://www.yelp.com/biz/palo-alto-plumbing-heating-and-air-palo-alto-2"
"Quality Bath and Home Remodeling","5.0","3","Contractors,","San Jose, CA 95128","West San Jose","(408) 679-5820","www.qualitybathsanjose.com","http://www.yelp.com/biz/quality-bath-and-home-remodeling-san-jose"
"Stanley S Plumbing","4.5","17","Plumbing,","2881 Blenheim Ave, Redwood City, CA 94063","","(650) 679-0911","www.stanleysplumbers.com","http://www.yelp.com/biz/stanley-s-plumbing-redwood-city"
"Bob’s Bobcat Service","5.0","2","Contractors,","San Jose, CA 95128","West San Jose","(408) 998-8766","www.bobsbobcatservice.com","http://www.yelp.com/biz/bobs-bobcat-service-san-jose-2"
"Case Design/Remodeling","4.5","13","Contractors,","2157 Otoole Ave, San Jose, CA 95131","North San Jose","(408) 323-5300","www.casesanjose.com","http://www.yelp.com/biz/case-design-remodeling-san-jose"
"Steven’s Incredible Kitchen Machine","5.0","2","Contractors,","San Jose, CA 95101","North Valley","(408) 221-9256","www.stevensincrediblekitchenmachine.com","http://www.yelp.com/biz/stevens-incredible-kitchen-machine-san-jose"
"Yogi’s Water Heater Repair & Install","5.0","19","Plumbing,Appliances & Repair,","San Francisco, CA 94117","The Haight","(415) 942-8777","","http://www.yelp.com/biz/yogis-water-heater-repair-and-install-san-francisco"
"Anchor Pipe & Drain","5.0","2","Plumbing,","409 Logan St, Santa Cruz, CA 95062","","(831) 345-8346","","http://www.yelp.com/biz/anchor-pipe-and-drain-santa-cruz-3"
"All Systems Home Service","4.5","34","Contractors,","1198 Phyllis Ave, Mountain View, CA 94040","","(408) 482-6052","www.allsystemshomeservice.com","http://www.yelp.com/biz/all-systems-home-service-mountain-view-2"
"American Plumbing & Drain","3.0","34","Plumbing,Contractors,","7 West 41st Ave, San Mateo, CA 94403","","(650) 465-3887","www.AmericanPlumbingBA.com","http://www.yelp.com/biz/american-plumbing-and-drain-san-mateo"
"European Quality Construction and Remodeling","5.0","10","Contractors,Flooring,Plumbing,","165 Trent Pl, Brentwood, CA 94513","","(925) 413-6415","www.europeanqcr.com","http://www.yelp.com/biz/european-quality-construction-and-remodeling-brentwood-3"
"Absolute Best Drain Cleaning & Plumbing","4.5","16","Plumbing,Utilities,","1734 65th Ave, Oakland, CA 94620","East Oakland","(510) 904-8684","","http://www.yelp.com/biz/absolute-best-drain-cleaning-and-plumbing-oakland"
"General Plumbing Inc.","5.0","6","Contractors,","1608 W Campbell Ave, Campbell, CA 95008","West San Jose","(408) 757-5760","www.sanjosegeneralplumbing.com","http://www.yelp.com/biz/general-plumbing-inc-campbell"
"Disalvo Plumbing","4.0","15","Plumbing,","Morgan Hill, CA 95037","","(408) 779-8604","www.disalvoplumbinginc.com","http://www.yelp.com/biz/disalvo-plumbing-morgan-hill"
"PJ Plumbing","5.0","7","Plumbing,Water Heater Installation/Repair,","San Leandro, CA 94577","","(510) 925-4207","www.pjplumbingco.com","http://www.yelp.com/biz/pj-plumbing-san-leandro-8"
"Valley Plumbing Home Center","4.0","66","Plumbing,Kitchen & Bath,","272 Rose Ave, Pleasanton, CA 94566","","(925) 462-1639","www.valleyplumbinginc.com","http://www.yelp.com/biz/valley-plumbing-home-center-pleasanton-2"
"Quick Plumbing Inc.","3.5","17","Plumbing,","1044 Martin Ave, Santa Clara, CA 95050","","(408) 732-1220","www.quickplumbinginc.com","http://www.yelp.com/biz/quick-plumbing-inc-santa-clara"
"Newcastle Construction","4.5","2","Contractors,Home Decor,Kitchen & Bath,","899 S 7th St, San Jose, CA 95112","Fairgrounds","(408) 784-7259","www.newcastleconstructionbayarea.com","http://www.yelp.com/biz/newcastle-construction-san-jose-2"
"Plumbing America","4.5","16","Plumbing,","11835 Columbet Ave, Gilroy, CA 95020","","(408) 683-2631","www.plumbing-america.com","http://www.yelp.com/biz/plumbing-america-gilroy"
"Simpson Plumbing","5.0","41","Plumbing,","672 W 11th St, Tracy, CA 95376","","(209) 648-7407","www.simpsonplumbingservices.com","http://www.yelp.com/biz/simpson-plumbing-tracy"
"Speed Drain","5.0","1","Plumbing,","Campbell, CA 95008","","(408) 378-5309","","http://www.yelp.com/biz/speed-drain-campbell"
"Bobby Builder","4.0","3","Contractors,","Cupertino, CA 95014","","(408) 497-0476","www.bobbybuilder.com","http://www.yelp.com/biz/bobby-builder-cupertino"
"Mr Drain Plumbing","1.0","1","Plumbing,","9624 Bruceville Rd, Elk Grove, CA 95757","","(916) 282-3608","elkgrove.mrdrain.com","http://www.yelp.com/biz/mr-drain-plumbing-elk-grove-3"
"Dimarzio Plumbing","3.5","3","Plumbing,Contractors,","2262 Byer Rd, Santa Cruz, CA 95062","","(831) 239-7709","","http://www.yelp.com/biz/dimarzio-plumbing-santa-cruz"
"RS Construction Company","5.0","3","Contractors,Electricians,Plumbing,","2463 Hibiscus Dr, Hayward, CA 94545","","(510) 750-5316","www.rsconstructioncompany.co","http://www.yelp.com/biz/r-s-construction-co-hayward"
"Plumbing Care Inc","5.0","95","Plumbing,","2415 San Ramon Valley Blvd, San Ramon, CA 94583","","(925) 255-6352","www.plumbingcareinc.com","http://www.yelp.com/biz/plumbing-care-inc-san-ramon-7"
"S and F Plumber","5.0","2","Plumbing,","32849 Arbor Vine Dr, Union City, CA 94587","","(650) 771-1603","mountainviewplumbingcontractor.com","http://www.yelp.com/biz/s-and-f-plumber-union-city-7"
"Awesome Men Plumbing","5.0","2","Plumbing,","Santa Clara, CA 95054","","(408) 679-9771","","http://www.yelp.com/biz/awesome-men-plumbing-santa-clara"
"SA Plumbing & Drain Cleaning","5.0","4","Plumbing,","Dutchman Rd, Watsonville, CA 95076","","(831) 840-3058","","http://www.yelp.com/biz/sa-plumbing-and-drain-cleaning-watsonville"
"American Leak Detection","2.5","5","Plumbing,","Campbell, CA 95008","","(408) 866-5325","www.americanleakdetection.com","http://www.yelp.com/biz/american-leak-detection-campbell"
"Cabrillo Plumbing, Heating And Air","3.0","63","Plumbing,Heating & Air Conditioning/HVAC,","78 Dorman Ave, San Francisco, CA 94124","Bayview-Hunters Point","(800) 908-3888","www.discovercabrillo.com","http://www.yelp.com/biz/cabrillo-plumbing-heating-and-air-san-francisco"
"Street Plumbing & Rooter","3.0","140","Plumbing,","1400 Coleman Ave, Santa Clara, CA 95050","North San Jose","(408) 496-1155","","http://www.yelp.com/biz/street-plumbing-and-rooter-santa-clara"
"A Miracle Plumbing","4.5","58","Plumbing,","1212H El Camino Real, San Bruno, CA 94066","","(650) 296-5346","www.amiracleplumbing.com","http://www.yelp.com/biz/a-miracle-plumbing-san-bruno-3"
"E Mora Construction","5.0","92","Contractors,","7172 Regional St, Dublin, CA 94568","East Oakland","(925) 219-7513","www.e-moraconstruction.com","http://www.yelp.com/biz/e-mora-construction-dublin-6"
"Mr. Rescue Plumbing & Drain Cleaning","1.0","1","Contractors,Plumbing,","654 N Santa Cruz Ave, Los Gatos, CA 95032","","(408) 608-0084","www.mrplumbingdraincleaning.com","http://www.yelp.com/biz/mr-rescue-plumbing-and-drain-cleaning-los-gatos-5"
"Beekman’s Custom Plumbing","4.0","38","Plumbing,","P.O. Box 1343, San Martin, CA 95046","","(408) 778-1010","","http://www.yelp.com/biz/beekmans-custom-plumbing-san-martin"
"In & Out Plumbing","3.0","25","Plumbing,","San Francisco, CA 94122","Inner Sunset","(415) 567-2564","inandoutplumbing.com","http://www.yelp.com/biz/in-and-out-plumbing-san-francisco-5"
"Bonafide Plumbing","5.0","98","Plumbing,","1236 Regent St, Alameda, CA 94501","","(510) 917-0119","","http://www.yelp.com/biz/bonafide-plumbing-alameda-2"
"Peninsula GL Construction","4.5","2","Contractors,","5852 Calpine Dr, San Jose, CA 95123","Santa Teresa","(408) 497-6409","","http://www.yelp.com/biz/peninsula-gl-construction-san-jose"
"Grant Plumbing","4.5","13","Plumbing,","990 Shoal Dr, San Mateo, CA 94404","","(650) 444-4292","","http://www.yelp.com/biz/grant-plumbing-san-mateo"
"MS Plumbing & Sewer Cleaner","5.0","1","Plumbing,","Milpitas, CA 95035","","(408) 230-0064","","http://www.yelp.com/biz/ms-plumbing-and-sewer-cleaner-milpitas-4"
"MS Plumbing & Sewer Cleaner","5.0","1","Plumbing,","Milpitas, CA 95035","","(408) 230-0064","","http://www.yelp.com/biz/ms-plumbing-and-sewer-cleaner-milpitas-4"
"Mr Drain Plumbing of Los Gatos","","","Plumbing,","15559 Union Ave, Los Gatos, CA 95030","West San Jose","(408) 940-3069","losgatos.mrdrain.com","http://www.yelp.com/biz/mr-drain-plumbing-of-los-gatos-los-gatos-5"
"E R Home Improvements","5.0","25","Handyman,Contractors,Damage Restoration,","2706 Ashby Ave, Berkeley, CA 94705","Elmwood","(510) 776-5551","","http://www.yelp.com/biz/e-r-home-improvements-berkeley-2"
"Sullivan Plumbing","5.0","4","Plumbing,","14550 Monterey Hwy, Morgan Hill, CA 95038","","(408) 778-9971","","http://www.yelp.com/biz/sullivan-plumbing-morgan-hill"
"T A Slack Plumbing Inc.","5.0","6","Plumbing,","1102 Jamestown Drive, Sunnyvale, CA 94087","","(408) 821-8100","","http://www.yelp.com/biz/t-a-slack-plumbing-inc-sunnyvale"
"Comet Plumbing & Sewer","3.5","5","Plumbing,","1250 Oakmead Pkwy, Sunnyvale, CA 94085","","(408) 335-7505","www.call-comet.com","http://www.yelp.com/biz/comet-plumbing-and-sewer-sunnyvale"
"Legacy Construction","5.0","2","Contractors,","5604 Bellagio Dr, San Jose, CA 95118","Almaden Valley","(408) 832-5158","www.baylegacy.com","http://www.yelp.com/biz/legacy-construction-san-jose"
"Kelbuilds Construction & Remodeling","5.0","3","Contractors,","14938 Camden Ave, San Jose, CA 95124","Cambrian Park","(408) 375-3490","www.kelbuilds.com","http://www.yelp.com/biz/kelbuilds-construction-and-remodeling-san-jose"
"Xpert Construction & Design","5.0","6","Contractors,","3966 Bismarck Dr, San Jose, CA 95130","West San Jose","(408) 898-0122","www.xpertconstruction.us","http://www.yelp.com/biz/xpert-construction-and-design-san-jose-3"
"E-Z Plumbing Company","5.0","1","Contractors,Plumbing,Heating & Air Conditioning/HVAC,","Fremont, CA 94536","","(510) 728-8588","www.ezplumbingcompany.net","http://www.yelp.com/biz/e-z-plumbing-company-fremont-9"
"Casteel Plumbing","4.5","5","Plumbing,","High Meadow Ln, Milpitas, CA 95035","","(408) 218-6016","","http://www.yelp.com/biz/casteel-plumbing-milpitas"
"Ed’s Plumbing","5.0","3","Plumbing,","Sunnyvale, CA 94085","","(408) 245-4224","","http://www.yelp.com/biz/eds-plumbing-sunnyvale"
"Quality First Plumbing","3.5","10","Plumbing,","Sunnyvale, CA 94087","","(408) 968-1163","plumbingcontractorsunnyvale.com","http://www.yelp.com/biz/quality-first-plumbing-sunnyvale"
"Faith Tradesman Services","5.0","6","Handyman,Plumbing,Heating & Air Conditioning/HVAC,","Gilroy, CA 95020","","(408) 658-4646","","http://www.yelp.com/biz/faith-tradesman-services-gilroy"
"Repipe1","4.0","12","Plumbing,","San Francisco, CA 94109","Fillmore, Western Addition","(866) 737-4731","www.repipe1.com","http://www.yelp.com/biz/repipe1-san-francisco"
"Black Diamond Mechanical","4.5","7","Heating & Air Conditioning/HVAC,Plumbing,","Alameda, CA 94501","","(510) 522-4196","","http://www.yelp.com/biz/black-diamond-mechanical-alameda"
"D.R. Domenichini Construction","5.0","33","Contractors,","Morgan Hill, CA 95037","","(408) 691-3283","www.drdcon.com","http://www.yelp.com/biz/d-r-domenichini-construction-morgan-hill"
"Tip Top Renovators","5.0","1","Contractors,Handyman,Electricians,","1283 Sunny Ct, San Jose, CA 95116","Downtown","(408) 898-0289","","http://www.yelp.com/biz/tip-top-renovators-san-jose"
"Sunnyvale Windustrial","5.0","2","Plumbing,","394 W Caribbean Drive, Sunnyvale, CA 94089","","(408) 734-9300","www.svlwin.com","http://www.yelp.com/biz/sunnyvale-windustrial-sunnyvale-2"
"Fremont Plumbing & Trenchless Sewer and Drain","","","Contractors,Plumbing,Heating & Air Conditioning/HVAC,","39230 Argonaut Way, Fremont, CA 94538","","(510) 750-2920","www.ezplumbingcompany.com","http://www.yelp.com/biz/fremont-plumbing-and-trenchless-sewer-and-drain-fremont-3"
"R & R Drywall","4.5","33","Contractors,","665 Sierra Point Rd, Brisbane, CA 94005","","(415) 656-0662","www.randrdrywall.com","http://www.yelp.com/biz/r-and-r-drywall-brisbane"
"Renovatio Remodeling Contractors","4.0","4","Contractors,","210 San Jose Ave, San Jose, CA 95125","Fairgrounds","(408) 202-1017","","http://www.yelp.com/biz/renovatio-remodeling-contractors-san-jose-3"
"Amos Handie Paulie Inc.","5.0","2","Contractors,Handyman,","5378 Pecan Blossom Dr, San Jose, CA 95123","Blossom Valley","(408) 250-5252","","http://www.yelp.com/biz/amos-handie-paulie-inc-san-jose"
"Oro Pro Plumbing Inc","5.0","14","Plumbing,","101 Hickey Blvd, South San Francisco, CA 94080","","(650) 291-6376","","http://www.yelp.com/biz/oro-pro-plumbing-inc-south-san-francisco"
"Chris Plumbing","3.5","12","Plumbing,","1935 Republic Ave, San Leandro, CA 94577","","(510) 346-8400","www.chrisplumbing.com","http://www.yelp.com/biz/chris-plumbing-san-leandro"
"Roto-Rooter Drain & Sewer Cleaning Service","3.5","3","Plumbing,","Los Gatos, CA 95030","","(408) 354-2324","rotorooter.com","http://www.yelp.com/biz/roto-rooter-drain-and-sewer-cleaning-service-los-gatos"
"Troop’s Plumbing Services","5.0","9","Plumbing,","25111 Monte Vista Dr, Hayward, CA 94545","","(510) 504-3109","","http://www.yelp.com/biz/troops-plumbing-services-hayward-2"
"Whistle Plumbing","5.0","86","Plumbing,","158 Dennis Dr, Daly City, CA 94015","","(415) 412-3727","www.whistleplumbingdalycity.com","http://www.yelp.com/biz/whistle-plumbing-daly-city-7"
"E-Z Plumbing Company","5.0","2","Plumbing,","2223 Fulton St, Berkeley, CA 94704","Downtown Berkeley","(510) 750-2920","www.ezplumbingcompany.net","http://www.yelp.com/biz/e-z-plumbing-company-berkeley-22"
"America’s Dream HomeWorks","4.5","31","Contractors,","4181 Power Inn Rd, Sacramento, CA 95826","","(916) 739-0996","www.dreamhomeworks.co","http://www.yelp.com/biz/americas-dream-homeworks-sacramento"
"Justin’s Plumbing and Rooter","4.5","8","Plumbing,","Pittsburg, CA 94565","","(925) 658-8140","justinsplumbingandrooter.com","http://www.yelp.com/biz/justins-plumbing-and-rooter-pittsburg"
"Mitchell Plumbing","5.0","4","Plumbing,","55 Revere Ave, Hayward, CA 94544","","(510) 396-1636","","http://www.yelp.com/biz/mitchell-plumbing-hayward"
"Advanced Plumbing and Rooter Service","4.5","81","Plumbing,","231 Market Pl, San Ramon, CA 94583","","(925) 383-6100","www.advancedplumbingandrooter.com","http://www.yelp.com/biz/advanced-plumbing-and-rooter-service-san-ramon"
"Coit Frandsen Plumbing","5.0","1","Plumbing,","Los Gatos, CA","","(408) 722-4804","","http://www.yelp.com/biz/coit-frandsen-plumbing-los-gatos"
"Mr. Rooter Plumbing Of The Tri-valley","4.5","58","Plumbing,","San Ramon, CA 94583","","(925) 416-0966","TriValley.MrRooter.com","http://www.yelp.com/biz/mr-rooter-plumbing-of-the-tri-valley-san-ramon-2"
